x_pos	y_pos	psi	fspeed	blank	ws	ori
-3500	4860	1.5707963	60	0	0	90
-3500	4920	1.5707963	60	0	0	90
-3500	4980	1.5707963	60	0	0	90
-3500	5040	1.5707963	60	0	0	90
-3500	5100	1.5707963	60	0	0	90
-3500	5160	1.5707963	60	0	0	90
-3500	5220	1.5707963	60	0	0	90
-3500	5280	1.5707963	60	0	0	90
-3500	5340	1.5707963	60	0	0	90
-3500	5400	1.5707963	60	0	0	90
-3500	5460	1.5707963	60	0	0	90
-3500	5500	1.5707963	60	0	-0.16	90
-3495.2102	5559.7443	1.4107963	60	0	-0.16	80.83274202
-3480.9633	5617.9625	1.2507963	60	0	-0.16	71.66540955
-3457.6231	5673.1672	1.0907963	60	0	-0.16	62.49807709
-3425.7859	5723.9483	0.93079633	60	0	-0.16	53.33074634
-3386.265	5769.0085	0.77079633	60	0	-0.16	44.16341388
-3340.07	5807.1968	0.61079633	60	0	-0.16	34.99608141
-3288.3809	5837.5377	0.45079633	60	0	-0.16	25.82874895
-3232.5182	5859.2559	0.29079633	60	0	-0.16	16.66141648
-3173.9089	5871.7969	0.13079633	60	0	-0.16	7.494084015
-3114.0502	5874.8401	-0.029203673	60	0	-0.16	-1.673248623
-3054.4712	5868.3079	-0.18920367	60	0	-0.16	-10.84058092
-2996.6939	5852.3671	-0.34920367	60	0	-0.16	-20.00791338
-2942.1942	5827.4249	-0.50920367	60	0	-0.16	-29.17524585
-2892.3644	5794.1185	-0.66920367	60	0	-0.16	-38.34257831
-2848.4774	5753.2987	-0.82920367	60	0	-0.16	-47.50991078
-2811.6542	5706.0083	-0.98920367	60	0	-0.16	-56.67724324
-2782.8356	5653.4553	-1.1492037	60	0	-0.16	-65.84457743
-2762.7578	5596.9823	-1.3092037	60	0	-0.16	-75.01190989
-2751.9335	5538.0317	-1.4692037	60	0	-0.16	-84.17924236
-2750	5500	-1.5707963	60	0	0	-90.00007448
-2750	5440	-1.5707963	60	0	0	-90
-2750	5380	-1.5707963	60	0	0	-90
-2750	5320	-1.5707963	60	0	0	-90
-2750	5260	-1.5707963	60	0	0	-90
-2750	5200	-1.5707963	60	0	0	-90
-2750	5140	-1.5707963	60	0	0	-90
-2750	5080	-1.5707963	60	0	0	-90
-2750	5020	-1.5707963	60	0	0	-90
-2750	4960	-1.5707963	60	0	0	-90
-2750	4900	-1.5707963	60	0	0	-90
-2750	4840	-1.5707963	60	0	0	-90
-2750	4780	-1.5707963	60	0	0	-90
-2750	4720	-1.5707963	60	0	0	-90
-2750	4660	-1.5707963	60	0	0	-90
-2750	4600	-1.5707963	60	0	0	-90
-2750	4540	-1.5707963	60	0	0	-90
-2750	4480	-1.5707963	60	0	0	-90
-2750	4420	-1.5707963	60	0	0	-90
-2750	4360	-1.5707963	60	0	0	-90
-2750	4300	-1.5707963	60	0	0	-90
-2750	4240	-1.5707963	60	0	0	-90
-2750	4180	-1.5707963	60	0	0	-90
-2750	4120	-1.5707963	60	0	0	-90
-2750	4060	-1.5707963	60	0	0	-90
-2750	4000	-1.5707963	60	0	0	-90
-2750	3940	-1.5707963	60	0	0	-90
-2750	3880	-1.5707963	60	0	0	-90
-2750	3820	-1.5707963	60	0	0	-90
-2750	3760	-1.5707963	60	0	0	-90
-2750	3700	-1.5707963	60	0	0	-90
-2750	3640	-1.5707963	60	0	0	-90
-2750	3580	-1.5707963	60	0	0	-90
-2750	3520	-1.5707963	60	0	0	-90
-2750	3460	-1.5707963	60	0	0	-90
-2750	3400	-1.5707963	60	0	0	-90
-2750	3340	-1.5707963	60	0	0	-90
-2750	3280	-1.5707963	60	0	0	-90
-2750	3220	-1.5707963	60	0	0	-90
-2750	3160	-1.5707963	60	0	0	-90
-2750	3100	-1.5707963	60	0	0	-90
-2750	3040	-1.5707963	60	0	0	-90
-2750	2980	-1.5707963	60	0	0	-90
-2750	2920	-1.5707963	60	0	0	-90
-2750	2860	-1.5707963	60	0	0	-90
-2750	2800	-1.5707963	60	0	0	-90
-2750	2740	-1.5707963	60	0	0	-90
-2750	2680	-1.5707963	60	0	0	-90
-2750	2620	-1.5707963	60	0	0	-90
-2750	2560	-1.5707963	60	0	0	-90
-2750	2500	-1.5707963	60	0	0	-90
-2750	2440	-1.5707963	60	0	0	-90
-2750	2380	-1.5707963	60	0	0	-90
-2750	2320	-1.5707963	60	0	0	-90
-2750	2260	-1.5707963	60	0	0	-90
-2750	2200	-1.5707963	60	0	0	-90
-2750	2140	-1.5707963	60	0	0	-90
-2750	2080	-1.5707963	60	0	0	-90
-2750	2020	-1.5707963	60	0	0	-90
-2750	1960	-1.5707963	60	0	0	-90
-2750	1900	-1.5707963	60	0	0	-90
-2750	1840	-1.5707963	60	0	0	-90
-2750	1780	-1.5707963	60	0	0	-90
-2750	1720	-1.5707963	60	0	0	-90
-2750	1660	-1.5707963	60	0	0	-90
-2750	1600	-1.5707963	60	0	0	-90
-2750	1540	-1.5707963	60	0	0	-90
-2750	1480	-1.5707963	60	0	0	-90
-2750	1420	-1.5707963	60	0	0	-90
-2750	1360	-1.5707963	60	0	0	-90
-2750	1300	-1.5707963	60	0	0	-90
-2750	1240	-1.5707963	60	0	0	-90
-2750	1180	-1.5707963	60	0	0	-90
-2750	1120	-1.5707963	60	0	0	-90
-2750	1100	-1.5707963	60	0	0.6	-90
-2732.5336	1043.5358	-0.97079633	60	0	0.6	-64
-2686.2358	1006.7961	-0.37079633	60	0	0.6	-38
-2650	1000	0	60	0	0	-12
-2590	1000	0	60	0	0	0
-2530	1000	0	60	0	0	0
-2470	1000	0	60	0	0	0
-2410	1000	0	60	0	0	0
-2350	1000	0	60	0	0	0
-2290	1000	0	60	0	0	0
-2230	1000	0	60	0	0	0
-2170	1000	0	60	0	0	0
-2110	1000	0	60	0	0	0
-2050	1000	0	60	0	0	0
-1990	1000	0	60	0	0	0
-1930	1000	0	60	0	0	0
-1870	1000	0	60	0	0	0
-1810	1000	0	60	0	0	0
-1750	1000	0	60	0	0	0
-1690	1000	0	60	0	0	0
-1630	1000	0	60	0	0	0
-1570	1000	0	60	0	0	0
-1510	1000	0	60	0	0	0
-1450	1000	0	60	0	0	0
-1390	1000	0	60	0	0	0
-1330	1000	0	60	0	0	0
-1270	1000	0	60	0	0	0
-1210	1000	0	60	0	0	0
-1150	1000	0	60	0	0	0
-1090	1000	0	60	0	0	0
-1030	1000	0	60	0	0	0
-970	1000	0	60	0	0	0
-910	1000	0	60	0	0	0
-850	1000	0	60	0	0	0
-790	1000	0	60	0	0	0
-730	1000	0	60	0	0	0
-670	1000	0	60	0	0	0
-610	1000	0	60	0	0	0
-550	1000	0	60	0	0	0
-490	1000	0	60	0	0	0
-430	1000	0	60	0	0	0
-370	1000	0	60	0	0	0
-310	1000	0	60	0	0	0
-250	1000	0	60	0	0	0
-190	1000	0	60	0	0	0
-130	1000	0	60	0	0	0
-70	1000	0	60	0	0	0
-10	1000	0	60	0	0	0
0	1000	-1.570796	60	0	0	0
0	940	-1.570796	60	0	0	0
0	880	-1.570796	60	0	0	0
0	820	-1.570796	60	0	0	0
0	760	-1.570796	60	0	0	0
0	700	-1.570796	60	0	0	0
0	640	-1.570796	60	0	0	0
0	580	-1.570796	60	0	0	0
0	520	-1.570796	60	0	0	0
0	460	-1.570796	60	0	0	0
0	400	-1.570796	60	0	0	0
0	340	-1.570796	60	0	0	0
0	280	-1.570796	60	0	0	0
0	220	-1.570796	60	0	0	0
0	160	-1.570796	60	0	0	0
0	100	-1.570796	60	0	0	0
0	40	-1.570796	60	0	0	0
